PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
-3.626897,-7.181813,2.106622,1.959449,4.750360,5.994515,3.200327,-1.510874,-2.188617,-1.995510,0.417140,-0.276181,-4.866375,-1.236250,0.891131,-0.569218,2.783412,-0.978046,-2.686467,4.482489,4.122328,-4.090387,-1.160336,1.619928,0.794116,0.485762,0.502135,0.294940,0.459347,-0.370307,-0.946958,0.653369,-2.258049,1.447720,-0.447615,-0.233202,-1.251720,-1.299492,-1.317326,0.495345,0.110911,-0.034452,-0.709848,-0.955745,-0.178540,0.262252,0.106023,-0.587655,-0.927541,0.337296,1.392373,0.992102,0.292519,-0.365514,0.794633,-0.751887,1.320990,0.099990,0.972259,-0.735292,-0.050797,-2.077929,-0.454003,-1.196686,-0.402543,0.388026,0.378149,0.393491,0.529809,-0.902411,-0.150550,1.778571,-0.454663,0.105626,0.774316,-0.569072,0.892296,-0.863801,-1.304463,0.191500,-1.341514,1.006426,0.038337,0.444684,-0.119649,0.661823,0.356352,-0.478786,2.268320,0.207893,-1.228194,-0.925900,0.529495,-0.190424,0.283308,-0.635452,-0.828366,-0.362256,0.175055,0.191970
-3.420613,-2.205835,1.860033,-0.689786,0.523867,7.405251,4.882070,2.743369,-3.543380,-0.881847,0.416337,0.241210,-3.779916,0.646036,-0.881074,1.040691,3.154015,1.254578,2.993786,-1.157642,-0.737433,0.640501,2.208296,2.522988,0.641851,2.846478,-2.294877,-0.922300,0.647988,0.418589,-0.513436,1.319822,-0.450598,3.237864,2.247641,-0.307975,-1.653226,-0.250084,-0.983526,-1.130388,-1.437897,1.949460,-0.561957,-3.360756,0.098981,-0.201635,0.998086,-0.298015,1.112795,0.227974,0.072079,0.551202,-0.310487,1.809705,0.315137,1.561778,1.268212,1.650046,1.958366,-0.316690,0.282034,-1.036060,0.241310,-2.799136,0.363310,-0.432511,0.401052,0.320988,0.889432,0.324112,-1.332404,0.611987,-1.225176,0.539147,-0.157473,-0.252233,0.222291,-0.577267,0.217410,-0.046996,-0.191439,0.112792,0.065958,-0.470245,0.473286,1.160276,-0.219136,-0.071055,0.654354,-0.211012,1.406216,-0.408209,1.256680,-0.319597,0.442544,-1.250405,0.034959,-0.007091,-0.412242,0.479509
-2.293895,-2.094275,-2.680129,1.069847,3.164597,3.139661,-0.660015,1.705278,-0.736390,0.926449,1.191063,-0.133209,-2.087547,-1.797544,0.136112,1.833115,4.037793,-1.779468,1.443487,-0.284595,1.009583,-1.343167,0.729656,2.286175,-1.157939,2.929667,0.694492,-0.956305,-0.605300,0.083665,-1.290114,-0.406079,0.523202,-1.232724,-0.001559,0.230254,0.287772,0.019227,-1.007846,-0.855223,-1.280949,-0.425493,-0.601608,0.182018,-0.221521,-1.349030,0.585689,1.960483,1.293121,-0.268899,-0.357583,0.983520,0.941748,0.649550,1.065272,-0.357421,-0.155229,0.532767,0.167905,-1.485130,-0.220791,-0.073020,-0.224843,-1.575688,0.920146,-0.791999,0.505727,-0.143342,0.345262,1.043802,0.634392,-0.201540,-0.681453,0.195891,-0.391700,-1.555459,0.325279,0.166598,-0.299309,0.224674,0.076869,-0.723554,-1.118524,-0.239760,-0.144066,0.898643,-0.935133,0.236924,-0.486988,1.201143,0.031365,-0.977535,0.865513,0.120240,-0.833524,-1.125444,-0.173742,-0.524379,-0.445462,0.038449
-2.077869,-6.061908,-0.706687,-0.435731,2.244037,7.052224,4.595010,-0.129478,-2.612885,1.049590,1.466306,0.943793,-3.903761,-1.327655,0.057503,2.041134,2.776895,1.405753,1.102391,3.798131,-0.511126,-3.308200,3.876179,1.378285,-0.161861,-2.618606,3.338961,-0.037010,1.344639,2.579290,2.532692,-3.045362,-1.939067,0.749359,-0.166329,-2.247523,-0.055898,-2.005014,-0.548632,-2.497689,1.405962,-0.658757,-0.326964,-1.046637,-0.165977,-1.017189,0.139767,0.669353,0.184913,0.038878,0.125288,0.995247,0.728844,2.081598,2.015505,-2.305578,-0.041717,-0.382003,1.078347,-0.609702,-1.981868,-1.863003,0.036203,-0.571129,-0.963440,-2.305362,0.051949,0.335609,-0.417408,-0.015426,-0.775283,-0.370233,-0.157768,-1.097837,-0.213566,-0.329025,0.339507,1.096480,-0.547599,-0.630157,-1.229463,0.121406,-0.513334,0.471214,-1.079201,0.521981,-0.201173,-0.175122,0.074771,1.391882,0.101720,0.006970,-0.196568,1.837954,1.374777,-0.483080,-0.190238,-0.022076,0.025147,0.059576
-1.926815,-3.860913,-5.061953,3.599840,5.584016,2.582480,-0.298573,4.539174,1.620445,-0.731874,1.683382,1.327464,-5.227396,-3.155692,0.503015,1.864032,3.404814,-0.189607,-1.224265,0.673231,1.246185,-0.612421,0.639517,1.703335,0.700464,1.803098,2.321102,-1.405916,1.827341,1.394417,-0.727763,0.894530,-1.491808,0.868091,-1.626568,-0.083655,-0.119151,-0.674819,-0.570643,0.698821,0.400964,-0.156261,0.178314,-0.849061,0.281309,0.686254,-0.430887,-0.371680,-0.272999,0.935301,0.658823,1.448771,0.795086,-0.037700,-0.099431,0.088974,-0.387479,0.816357,1.022347,-0.600723,0.425886,0.079263,-0.780135,-0.642865,0.488245,-0.212663,-0.465282,-1.243353,-0.008517,-0.505131,-0.746871,-0.231174,0.910756,-0.178364,0.332745,-0.649515,0.736991,0.559683,-0.520980,-0.586909,0.048611,0.293029,-0.859124,0.030717,-0.274211,0.369557,-0.152724,0.053561,-0.258882,0.150477,-0.306466,0.298343,0.213070,0.503778,-0.071686,-0.770876,0.553117,-0.142097,-0.879582,-0.534853
16.553089,-0.848985,-0.094671,3.860905,1.625518,5.590837,3.009854,-1.121372,-4.680740,0.224776,8.570241,0.827574,1.165782,-2.346184,-0.341089,1.812925,6.280631,2.170699,-0.666660,0.551686,1.691925,-1.053916,0.251989,0.990652,0.182511,0.305017,0.474207,-1.160651,0.012419,0.380030,-1.054137,0.025572,-1.713147,-0.334481,2.120030,1.135705,-0.753863,-0.982902,-1.613435,2.669576,-1.026494,-1.641354,0.054012,-1.392213,-0.959390,0.501191,-1.223425,-1.208888,0.746111,-1.835749,1.179903,0.015351,2.095218,-0.509843,1.445111,-0.164224,1.215077,0.365504,0.135317,-1.224460,0.032218,1.310307,-1.861436,-0.139464,1.401436,-1.222329,0.110665,0.888097,0.732956,-0.108863,-0.459808,-0.360276,-0.780830,0.521690,-0.740435,0.295890,0.696434,1.119944,-0.780392,-0.824681,-1.149265,-1.127473,-0.704339,0.108330,-1.307034,1.212876,0.150296,-0.270535,0.652005,-0.104769,0.875397,-0.649661,1.588522,0.139703,-0.652962,1.319811,-1.165774,-1.087411,0.473588,-0.429015
11.000708,-3.008183,-2.712340,8.688740,-1.028676,-0.242623,5.178148,0.679740,-1.438440,-3.218518,3.323730,0.993527,-3.033391,-3.479191,-0.158782,1.266232,1.212315,-0.526106,0.933510,0.824247,0.913447,-2.103479,-1.654113,3.209397,0.381123,-0.433015,1.627246,-1.297308,2.212828,0.910663,-1.054953,0.285381,-1.747707,-0.622967,-0.824803,-0.403630,-0.847427,0.848969,0.595571,0.452381,0.621288,1.127584,0.765938,-0.338499,-1.781885,-0.074880,0.175497,-0.869282,-0.575826,0.249010,-0.237166,1.960525,2.192971,-0.154544,0.382415,-0.919124,1.254877,-0.382155,1.393644,-1.447965,-0.647420,1.033338,-0.650690,0.101188,0.922905,1.344622,-0.136690,-0.906251,-0.281489,-0.051221,0.500151,0.284321,-0.454687,0.190519,-0.626648,0.979182,0.482453,-0.570642,-0.679737,-0.238260,0.165257,0.493845,1.207472,0.651247,0.498661,1.397288,0.159793,0.084420,-0.419714,0.934095,-0.382354,-0.502133,1.347351,0.503162,-0.054186,-1.027454,-0.633210,-0.918644,0.177119,0.059631
-2.381148,-6.808573,-1.352594,0.361739,3.094790,5.124420,3.314961,-1.238971,-0.655658,0.375711,1.101942,0.984386,-2.733963,-1.434409,-0.907994,2.160023,1.186005,2.129648,0.916706,1.697141,-0.302456,-1.836586,1.868347,2.163768,1.688160,-1.362469,1.153918,-0.580859,2.354559,-1.268345,-1.436477,-0.877637,-1.362357,0.256754,-1.392696,1.588838,-0.680986,0.980378,1.832670,0.500048,-0.340152,0.527800,-1.640810,-0.570607,2.416392,0.091526,0.324771,-1.655565,-0.291490,0.006416,-0.777215,1.223930,0.919754,0.288519,-0.249289,0.153325,-0.142533,0.140400,0.044956,-2.396364,-0.251813,-1.358060,-1.544388,-1.059892,0.584790,-0.903643,1.114680,0.751905,0.561712,0.370575,0.600948,-1.639697,-0.208776,0.563373,-0.192229,0.544287,-0.425477,-1.027540,0.140942,0.702068,-0.631789,0.372910,-0.828488,-0.330074,-0.604540,0.451980,-0.977701,1.106548,-0.711904,0.589119,1.078636,1.092801,0.771297,-0.165184,1.658579,-0.969754,0.130568,-1.055426,-0.144740,0.604289
-2.282914,-6.591130,-1.962248,0.384357,4.324085,4.420575,2.887701,-1.480558,-0.676662,1.272604,-0.355751,0.385866,-1.879063,0.828532,1.049497,1.021444,0.989246,2.153512,1.341285,2.281473,1.229392,-3.651782,-1.697753,1.425519,1.174314,2.617822,1.771266,1.093316,-1.006365,0.306678,1.417608,-0.672478,-1.601957,0.691391,-1.138369,0.631704,-1.671334,-1.366290,-0.860254,-0.229077,-0.551401,-1.766698,-1.186814,1.894664,0.882592,2.083012,0.636914,-0.752949,-1.675144,-0.842791,-1.065962,-0.959473,-1.222313,1.050264,1.548624,0.763753,1.026148,0.785967,0.566097,-0.872045,-1.143575,0.981063,-1.772999,0.073561,-1.397022,-0.736530,0.117701,-0.024675,1.517927,-0.492818,0.936595,-0.730313,0.134882,-0.117566,0.437861,0.254889,-0.095579,0.301062,-1.275786,-1.127710,-0.461689,0.956730,-0.505520,-0.255472,0.127094,1.678056,-0.281583,-0.098624,1.447501,-0.896513,-0.317140,-2.044375,1.057994,0.301757,-0.368449,0.885116,0.416595,-1.296314,-0.408409,-0.640107
-3.328810,-7.309712,-0.972667,-1.249261,3.101428,5.335568,0.796165,-4.000189,-2.747644,2.209061,0.812536,1.426339,-2.428689,0.116013,-0.550165,0.364583,1.002931,1.785837,0.635334,4.136528,1.777966,-4.578982,-0.190571,1.961806,1.454715,0.752713,3.261929,0.818732,2.167539,2.713242,1.095554,-0.631601,-1.651425,-0.498229,-0.127346,-3.163677,0.091303,-0.021552,-3.241494,-2.108487,-1.018767,-0.364559,1.504515,-2.115921,-0.943798,1.735903,-0.254152,0.502373,-1.343055,-1.153766,-0.245385,0.907386,-0.326111,1.507206,0.860188,-0.159810,-0.173797,0.704852,1.780096,-0.470798,0.123677,-0.626136,-1.313792,0.049670,-0.078316,-0.416778,-0.716964,-0.101710,-0.063562,0.230784,0.422294,0.222725,-0.082344,-0.453365,0.526971,0.530230,0.861715,0.656580,-0.898438,0.359383,-1.591234,-0.009583,-0.099665,0.117036,0.584760,-0.299920,-0.173723,0.048549,-0.355166,-0.436033,1.433660,-0.280578,1.617185,0.347984,0.617155,0.174129,0.159935,-0.439929,-0.248108,0.035308
-3.378707,2.189151,-0.662531,0.302611,-0.033256,5.353723,2.089227,4.239709,-1.087420,0.990686,4.933055,-7.603938,-5.120770,-2.752953,-2.494226,0.859136,0.947249,-0.965782,-0.842674,0.992750,1.013727,-0.520496,4.119950,5.932018,0.808154,-0.454857,0.899786,0.186413,-0.510916,-2.569952,2.855481,3.387743,-0.044542,-0.504817,-2.100854,1.251881,-1.802579,-1.338357,-0.117038,-1.001684,-0.561481,-3.438377,0.235010,-1.952552,-0.526064,-0.468597,-0.063937,-2.776645,-0.710779,1.263492,1.145715,4.181522,-2.473430,-0.128342,2.527186,-0.507027,0.829641,2.137285,0.032453,-1.030330,-0.087245,0.766574,1.489732,1.734759,-0.536789,0.465146,0.757719,1.650306,-1.919330,1.920649,1.041002,0.590681,-0.241213,0.108268,0.322045,2.264448,0.557761,-0.508107,1.124756,0.491057,-1.745302,0.973466,0.906542,-0.100397,-1.615365,0.007698,-0.180931,-1.438228,0.716443,-0.405706,-0.322030,-0.555069,1.130452,0.486079,0.377669,0.211270,-0.723020,-1.043506,-0.934014,0.892110
-1.155499,-6.930285,-1.925634,-0.342871,3.929334,4.315994,2.428384,-3.260917,1.349461,-1.001825,1.719589,-0.254989,1.263395,-3.263137,-2.353040,2.597544,2.068081,2.271373,-0.519576,2.027128,1.732448,-0.882758,-1.185398,0.733945,1.902780,0.872202,-0.315000,-0.120769,0.422914,1.071772,-0.968942,-0.466427,-1.290689,0.316153,1.198746,0.842777,-1.280936,0.998694,-1.717949,-0.438026,-1.317947,-1.051964,0.241121,-0.375414,-0.747544,0.262594,0.506655,-0.990630,-0.555347,-0.711174,-0.825747,0.783996,-0.167523,-0.924962,0.167807,-0.586808,0.403127,0.094837,2.786683,-0.033495,-2.717668,0.329017,0.181320,-0.399423,0.581919,0.379995,-0.324718,0.178682,0.822268,1.220393,0.381663,-0.395943,1.800356,-0.630122,0.170408,0.351838,1.519396,-1.197891,-0.605143,0.999307,-0.596548,0.019772,-1.137157,0.219027,0.335944,0.564796,-0.624680,-2.048549,-0.859684,0.080130,0.930997,-1.784768,1.991615,1.912979,-0.164925,-0.242638,0.293131,-0.196104,0.562398,-0.625864
-2.132375,-6.784537,-2.744776,0.310262,4.435415,4.404046,1.979693,-1.128511,-0.265951,1.940081,1.425671,1.551971,-3.013514,-1.498632,0.355394,1.503818,2.342108,2.116747,0.730967,2.091143,-0.474650,-0.283349,1.695498,0.898144,0.797376,-2.717382,2.360837,1.607266,1.736919,1.856957,-0.721395,-1.744003,-0.675112,0.968601,-1.289583,0.397623,1.592204,-1.249279,0.174361,0.546050,-0.200926,-0.738637,0.539794,-0.912521,1.589427,-1.663397,0.699460,-0.581996,0.370039,-0.440329,1.630299,0.886766,-0.753800,0.508922,0.683715,-0.683996,0.185820,-1.353433,0.679353,-1.334645,-1.194804,-0.221714,-0.659934,-0.806219,-0.870270,0.350053,-0.131630,0.271369,0.519966,-0.038874,1.467948,0.274669,0.266087,0.082519,-0.483886,-0.151460,1.155670,0.099989,0.171604,0.544479,0.304094,0.288175,-0.454056,-0.639572,-0.032631,0.613562,-1.046791,-0.412716,0.682001,1.296793,0.153224,0.369116,1.402018,0.266719,0.819066,0.141935,0.460217,0.150434,-0.893855,0.351925
-3.164831,-4.334938,-0.757255,-2.035096,-0.505821,5.092183,-0.497789,-2.598663,-2.498960,0.495900,3.576282,0.157876,-3.863235,-4.543608,-1.405296,3.243934,4.236254,-0.226432,0.569771,1.893379,0.421698,-1.340190,0.316326,3.289375,1.427946,0.354878,-1.248885,-0.674980,0.753280,0.371859,-1.942161,0.423769,-0.691490,-1.579793,0.780695,-0.837322,-0.659263,1.901584,-0.559131,-0.619780,-1.226356,-0.341301,1.291193,-0.471261,-0.735719,1.614146,-0.232569,-1.091734,-0.185260,0.150912,-1.053061,1.194370,1.148550,-0.435012,-0.038127,0.575534,-0.068825,-0.727543,0.075184,-0.654191,-0.016163,-2.003232,-1.334953,-1.237242,0.777968,-0.313625,0.264660,0.115286,0.317664,0.405400,0.981293,0.150723,-0.288335,0.775272,-0.678058,0.160483,-0.552143,-0.236883,-1.457752,0.358383,-1.346943,0.162267,-1.239887,-1.713759,0.608487,0.654611,-0.394445,0.522372,-0.321942,-0.570824,0.512593,0.658829,-0.442626,-0.484973,0.338046,0.347229,0.576095,-1.033545,0.015617,0.656697
0.034077,-8.643185,-4.278821,3.101013,5.122680,3.183894,4.354469,-1.606464,0.961543,-2.707886,2.093300,0.063461,-1.941211,-3.151401,-2.112456,3.882343,1.033120,1.394661,0.238609,-0.001981,2.874033,-1.193788,-0.620789,2.454371,-0.476473,1.345732,0.024900,-0.423567,1.033937,0.380385,-1.508441,1.457515,-0.420024,0.938971,0.058487,0.002365,-0.907408,-1.718134,0.184217,-2.638713,-1.071471,-1.291569,1.707752,-0.741290,-0.680513,0.539899,0.025913,-0.982808,-0.344317,-0.520761,0.172447,0.937973,0.592584,-0.434752,0.766369,-1.531609,0.163279,-0.202249,-0.122365,-1.311818,-0.930432,-1.997741,-0.387969,-1.173424,0.251887,-1.439721,1.333331,0.260098,0.513080,-0.143763,0.266576,-0.925785,-0.451369,-0.024883,-0.301375,0.513284,-0.382854,-0.911210,-0.461361,0.487563,-1.336676,-0.294680,0.298634,0.387951,-1.248232,1.736266,-0.316645,-0.291980,0.237323,-0.350935,-0.137870,0.810479,0.922182,-0.076741,0.230953,-0.407533,0.118775,-1.659021,-0.032926,-0.376520
-2.196423,-6.533710,-1.733548,0.074407,3.719272,4.222555,2.734612,-0.779771,-1.225146,2.879051,0.963032,2.014738,-3.166561,0.028388,0.859595,0.984530,1.163821,1.097478,2.650995,1.106286,-0.563179,-1.916752,0.121833,1.863581,-0.674585,-0.118016,1.609697,-0.282384,1.747010,-0.666828,-2.339136,0.724245,-0.253939,0.588730,-1.812636,0.441466,-1.171555,0.795902,-0.890783,0.012831,0.226516,0.256458,-0.591194,2.143286,0.887494,1.239394,0.946137,-1.025258,-0.627188,-0.262327,-1.598386,0.209497,-0.190036,-0.685745,0.710593,1.953244,0.578610,1.322949,-0.593816,-0.773416,0.016258,-0.241848,-0.505204,1.081353,-0.264091,0.308627,1.559232,-0.082778,2.454533,1.057541,0.775490,0.394149,0.754992,-0.526118,-0.062465,-0.387828,-0.084189,0.714526,1.150117,-0.139531,-2.186293,1.128833,0.957347,0.893379,-0.566982,1.853964,-0.832008,-0.109676,-0.386809,1.570142,-0.991997,-0.940725,-0.291864,1.694362,-0.797850,0.893505,-0.674190,-0.663931,-0.864980,0.093741
-3.635105,5.044573,-6.642267,5.915936,5.545626,5.046389,0.399158,5.129124,-1.916908,-2.308102,1.861608,0.675941,-4.766743,-3.139271,-0.502167,3.641230,3.401774,2.775161,0.352787,3.023084,0.730706,-1.310511,-0.523133,1.245253,0.272107,0.474034,0.304199,0.420535,1.190211,-0.560059,-0.865978,1.333375,-2.898355,0.150316,-0.580372,-0.519927,0.104723,-0.459822,-1.108609,-1.041705,0.507295,-1.174229,0.222638,-0.262030,-0.895227,1.252546,-1.321030,0.184221,-2.054224,-0.146552,1.311916,0.173105,-0.050141,0.218889,0.306944,-0.254011,0.161895,0.031562,0.299534,-1.350127,0.326872,-0.442119,-1.810924,0.106692,-1.618162,-1.735390,-0.149192,-0.307946,-1.008307,1.668794,-0.751563,0.349586,-1.651130,-0.008123,0.015631,0.786238,-0.699818,-0.722224,-0.747470,-0.231703,-0.926383,0.076018,0.625276,-0.817352,-0.082146,-0.481256,-0.165013,-0.040943,-0.122079,-0.156437,0.023403,0.444644,0.619784,1.371727,-0.200708,-0.079740,-0.005140,0.213761,-0.202512,-0.557020
-2.206827,-7.537412,-2.875515,1.130690,4.332427,3.562265,3.827819,-0.837621,0.399668,1.605095,1.513176,2.065801,-3.771142,-0.990017,-0.077407,2.245851,0.817573,2.185673,1.967549,0.471616,-0.705920,-1.034301,0.440668,2.155939,-0.707369,-0.501639,0.612066,-0.915136,1.528587,-0.441419,-2.943632,1.462107,0.880781,-0.026522,-0.168180,1.080855,-1.383610,0.550164,-1.019914,-0.736135,-1.025198,0.243938,0.736191,1.294924,0.296604,0.592734,-0.659526,0.051325,0.581598,0.689659,-0.119810,1.952537,-0.221955,-1.126142,-0.913439,1.084440,0.626853,0.406946,1.949777,-0.177499,-0.379180,-1.527934,0.323455,0.099556,-0.694281,-0.641296,-0.826670,-0.449318,-0.107636,0.560398,0.356380,1.377913,-0.208669,-0.948776,-0.149787,-0.283022,-0.618521,-0.772320,0.368215,-0.752692,-0.745694,-0.785197,0.427556,0.335502,-0.270241,0.867567,-0.112920,0.544469,0.859320,0.341655,0.375216,-0.282317,0.128192,0.726286,-0.294093,-0.373839,0.015840,-0.546689,0.874120,-0.347232
-1.572846,-2.971783,-4.823172,2.888772,5.427364,2.157578,-1.739038,3.613066,0.522771,-0.025085,1.288682,0.684658,-2.058199,-2.796385,-0.131167,1.445648,2.907601,1.211267,0.367837,1.708009,1.010453,0.360221,0.134983,0.539743,1.492094,0.892982,1.648618,0.080057,0.741069,1.136210,-1.059511,0.462621,-0.807663,0.529176,-0.323771,0.563464,-0.181021,1.037150,-1.015673,0.934813,-0.350968,0.004625,-0.575860,-0.616065,0.644193,0.983559,-0.690782,0.518131,0.459268,-0.214898,0.310794,0.375431,-0.762057,-0.128803,-0.055210,1.005940,0.191596,-0.318991,0.302085,-0.855162,0.254828,-0.863800,-0.078752,-0.794140,-0.532493,-0.351133,0.132768,0.173194,0.103800,0.874436,-0.052279,-0.910201,0.504741,0.075735,-0.005849,-0.048047,-0.326617,0.021564,-0.399173,-0.315776,-1.150795,0.191745,-0.177419,0.162622,-0.818836,0.682483,-0.257424,0.029037,0.489314,0.004292,0.476471,0.151907,0.682032,-0.207131,0.110351,-0.908866,1.547299,0.134361,0.770435,-0.181782
-0.994838,-1.652052,-3.957875,2.760339,4.262495,1.535867,-1.145895,2.683756,0.881969,-1.041244,0.853874,0.822043,-2.036984,-2.403074,-0.151747,2.501206,3.730535,-0.411927,0.173059,0.832595,0.942491,-1.011309,-0.531900,-0.240625,-0.248869,1.891107,1.092200,-1.473786,0.898566,0.449664,-1.832253,-0.718170,-0.528731,-0.196112,-0.551559,0.159846,-0.291508,1.165815,-1.481018,0.092181,-0.578046,-0.466837,-0.473010,-0.556071,-0.224896,0.002473,0.291196,0.269247,-0.130043,0.485149,0.690164,0.861382,0.587821,-0.097939,-1.146864,-0.441159,-0.095780,0.552630,0.846056,-0.337853,0.436216,0.377480,0.297018,-0.554510,-0.266692,-0.867810,-1.116992,-0.526818,-0.290000,0.162237,-0.679860,-0.358952,0.289410,-0.522479,-0.460271,0.024203,0.792883,-0.422798,0.464288,-0.603582,-0.385915,-0.358924,-0.264617,0.016237,0.056709,0.750871,0.277344,-0.320480,1.016218,-0.491503,0.514377,0.753152,0.332952,0.711517,-0.436315,-1.080456,0.481736,-0.322774,0.154674,-0.545605
6.823485,-2.590539,-2.286345,5.804284,0.378755,-0.629070,3.679469,0.318455,-1.336695,-2.293508,2.848694,1.262026,-1.966552,-2.990982,-0.342178,-0.486575,-0.828725,0.053427,1.309435,0.868363,1.249646,0.112934,-0.263120,1.382614,0.793469,0.184288,0.533890,-0.635254,-0.177422,1.245936,-1.136878,2.806239,-2.492635,-0.404348,-2.048796,-0.178966,-0.369699,0.177207,1.392470,1.656336,2.050798,-0.161160,0.358190,-0.160185,-0.090161,0.867441,0.395446,-1.023880,-0.900694,-0.153152,-0.722799,0.937528,2.016648,0.935299,0.851579,0.637418,-0.263742,0.316864,0.294732,-0.059039,-0.378009,-0.314909,0.195826,1.500057,-1.935942,1.151510,0.390543,-0.248644,-0.451988,0.696911,0.175994,0.698323,-0.591508,1.104761,-1.955173,0.615584,-0.582768,0.231121,0.215866,-0.154233,-1.113595,0.664457,0.582905,0.411057,-0.497942,0.415689,0.370863,-0.012083,0.195657,0.571051,-0.018773,-0.576873,1.264179,0.373777,1.468506,-0.127747,0.424569,-0.341673,-0.005611,-0.049710
-1.026349,-6.910766,-1.907858,1.223641,3.872349,5.504800,3.073313,-1.428985,0.065084,0.160154,-0.050745,0.051088,-3.548690,-2.568693,-0.100233,1.671477,3.047528,0.789188,-0.716445,3.895893,0.305298,-4.345215,3.804621,-0.776077,0.764109,-3.086052,3.586796,0.862703,0.546667,1.867030,1.020922,-2.054432,-2.167007,0.362090,-0.528696,-1.815182,-1.090770,-1.559458,-1.518657,1.470237,0.443621,0.744362,-1.714939,-0.151312,0.918617,0.283460,0.327045,0.105862,0.090351,0.574062,0.724048,0.665532,1.457238,1.897972,0.516559,0.000256,0.307186,0.142064,0.257061,-0.966125,-1.000706,0.027946,-0.906880,0.693996,-0.343759,0.284054,0.171104,0.029587,0.247945,0.807977,-1.095803,0.429249,1.113673,-0.426509,-0.338553,0.912650,0.513595,-0.597720,0.265918,0.731463,-0.797838,-0.197764,0.172168,-0.085044,-0.671776,0.134288,-1.001255,1.376470,-0.288051,0.832486,1.416750,0.653622,0.525531,1.467160,0.735761,-0.366431,-0.070040,0.221395,-0.055792,0.197746
-3.056748,-6.558654,-0.177994,-1.148577,1.551951,7.583384,4.587373,-1.947940,-2.327609,-2.752106,1.301087,-0.578113,-0.731354,-3.942673,-2.392838,3.546257,2.343751,1.340562,1.098775,1.874210,0.496714,-2.194861,0.781970,1.512309,0.980405,-0.006941,2.887791,0.511295,0.748795,-1.278964,0.014489,-1.207503,-3.665436,0.621915,-2.312380,0.539560,-0.657190,0.503043,0.612365,-3.069881,-0.896163,-2.244721,-0.937792,-1.544824,0.766236,1.073802,-0.091681,2.137949,-1.205881,-0.815911,0.591105,0.174915,-0.019478,1.120985,2.284138,-1.831893,-0.487013,0.494710,3.263560,0.044114,0.221702,1.242210,-0.596844,-0.426708,0.753753,-1.222230,0.372833,0.280108,-1.389470,0.682524,-1.095102,-0.030329,0.262897,0.490996,0.329861,0.249952,0.025222,1.188503,1.240819,-1.280505,-2.630841,1.058280,-1.153422,0.040164,0.482902,0.826897,0.216988,0.940517,-0.362044,0.203912,-1.635622,0.042320,-0.291502,1.656765,0.550402,0.420754,-1.140888,-1.541720,0.378468,0.311875
-4.238630,7.847835,-4.370345,3.999097,3.548571,4.525434,0.341780,4.063179,-2.709707,-3.162152,0.847772,0.703223,-1.597733,-1.657160,-1.846765,2.729611,1.676772,1.597099,1.232222,1.097640,1.076254,-1.186274,0.321050,2.326707,0.751785,1.044846,0.156354,-0.856594,1.019125,0.576594,-0.387176,1.801363,-2.500615,0.173657,-0.113748,-0.100354,0.758970,0.546999,-0.164312,-0.754435,0.051687,0.127341,-0.243978,-0.770634,0.334468,-0.469664,-1.237752,-0.506064,-0.342310,-0.268846,-0.008817,1.744837,-0.114587,0.207605,1.738258,0.820125,0.673695,0.467059,1.020490,-1.615330,-0.752429,-0.474160,-0.635936,-0.475450,-0.132446,-0.382312,0.843060,-0.142633,-0.378188,0.549962,0.538566,-0.350368,0.237894,0.614086,-0.136055,-0.564473,-0.222101,-0.059122,-0.427845,0.029506,-0.650875,0.787723,-0.031911,0.049045,-1.408700,0.327148,0.224480,0.119463,-0.349911,0.238395,0.017322,0.514143,0.327886,0.257571,0.000967,0.788700,1.120600,0.543776,0.540633,-0.464264
